ID,k,Features,m,#Matches,Indices,max(dists),min(dists),med(dists),P,p-value,Sig_Hochber
3,1,2,48,3,"[588, 756, 84, 1764]",2.074,1.656,1.756,8.451840420521344e-14,6.546713686393944e-47,True
4,1,2,48,3,"[231, 735, 1743, 399]",1.929,1.719,1.763,8.722900925664429e-14,7.427829957338683e-47,True
5,1,2,48,1,"[176, 729]",1.759,1.759,1.759,2.219243370099054e-16,1.403636723682707e-28,True
6,1,2,48,2,"[928, 760, 88]",2.011,1.839,1.925,2.9397704610781196e-15,1.786058133278251e-39,True
7,1,2,48,1,"[46, 1222]",1.867,1.867,1.867,6.987580047476405e-19,1.3915488352169367e-33,True
8,1,2,48,1,"[477, 93]",1.881,1.881,1.881,2.259464796423825e-15,1.4549766323892829e-26,False
9,1,1,48,1,"[814, 1414]",1.936,1.936,1.936,6.298653353766824e-20,1.1306814710212176e-35,True
10,1,1,48,1,"[860, 1459]",1.936,1.936,1.936,5.331406416984319e-21,8.100809899172881e-38,True
11,1,2,48,1,"[1330, 274]",1.961,1.961,1.961,1.3237380725811765e-17,4.994005081682865e-31,True
12,1,2,48,1,"[201, 873]",2.001,2.001,2.001,7.907097455092692e-16,1.781882419683514e-27,True
13,1,1,48,1,"[434, 1444]",2.021,2.021,2.021,4.675730451264715e-19,6.230799747072249e-34,True
14,1,2,48,1,"[902, 1742]",2.057,2.057,2.057,7.999862414459186e-16,1.8239372615328985e-27,True
